file_id,title,text,label,label_name,rating_float,dataset,topic_score
story_reviews_01658,Surgical procedure urged for atrial fibrillation,Surgical procedure urged for atrial fibrillation,1,Real,3,HealthStory,0.5558578
story_reviews_00949,Spinal tap may predict Alzheimer's years ahead,Spinal tap may predict Alzheimer's years ahead,1,Real,5,HealthStory,0.5555897
story_reviews_00935,New implant addresses hearing loss caused by inner-ear damage,New implant addresses hearing loss caused by inner-ear damage,0,Fake,1,HealthStory,0.55500996
story_reviews_01067,Consuming more olive oil may protect against strokes,Consuming more olive oil may protect against strokes,1,Real,3,HealthStory,0.55479586
story_reviews_01463,"For diabetics, taking the sting out of insulin","For diabetics, taking the sting out of insulin",1,Real,4,HealthStory,0.5529376
story_reviews_01650,Industrial chemical OSR#1 used as autism treatment,Industrial chemical OSR#1 used as autism treatment,1,Real,5,HealthStory,0.5500547
story_reviews_01244,New studies say antibiotics are good for infants with confirmed ear infections,New studies say antibiotics are good for infants with confirmed ear infections,1,Real,4,HealthStory,0.5494457
story_reviews_01121,"Aspirin cuts heart attacks, not deaths or strokes","Aspirin cuts heart attacks, not deaths or strokes",1,Real,5,HealthStory,0.54896134
story_reviews_01474,Some evidence vitamin D might fight colds,Some evidence vitamin D might fight colds,1,Real,4,HealthStory,0.5470424
story_reviews_00552,T-cell therapy results more modest than hoped for chronic leukemia,T-cell therapy results more modest than hoped for chronic leukemia,1,Real,4,HealthStory,0.5470187
story_reviews_00274,Mild electric shocks on the arm might help ease migraine pain,Mild electric shocks on the arm might help ease migraine pain,1,Real,4,HealthStory,0.54650146
story_reviews_00498,How stem cell therapy may help treat COPD,How stem cell therapy may help treat COPD,0,Fake,1,HealthStory,0.54588616
story_reviews_00001,Evofem's birth control gel meets main study goal; shares rise,Evofem's birth control gel meets main study goal; shares rise,1,Real,3,HealthStory,0.5456117
story_reviews_00932,Study clouds evidence on soy and menopause,Study clouds evidence on soy and menopause,1,Real,5,HealthStory,0.5449011
story_reviews_00322,There’s something in magic mushrooms that’s shown to ease anxiety and depression in cancer patients in one dose,There’s something in magic mushrooms that’s shown to ease anxiety and depression in cancer patients in one dose,1,Real,4,HealthStory,0.54450375
story_reviews_00872,Marijuana may ease multiple sclerosis symptoms,Marijuana may ease multiple sclerosis symptoms,1,Real,5,HealthStory,0.5440552
story_reviews_00901,Study suggests overall benefit from antidepressants,Study suggests overall benefit from antidepressants,1,Real,4,HealthStory,0.54348034
story_reviews_01513,"""Mind-body"" therapy shows promise for fibromyalgia","""Mind-body"" therapy shows promise for fibromyalgia",1,Real,4,HealthStory,0.5434512
story_reviews_01478,Ketamine lifts mood quickly in bipolar disorder,Ketamine lifts mood quickly in bipolar disorder,0,Fake,2,HealthStory,0.5434155
story_reviews_00713,FDA approves a device for weight loss,FDA approves a device for weight loss,1,Real,3,HealthStory,0.5426558
story_reviews_00483,"Flashing night-lights may help lessen jet lag, circadian problems","Flashing night-lights may help lessen jet lag, circadian problems",1,Real,5,HealthStory,0.5425138
story_reviews_00028,Amarin fish oil capsule shows dramatic benefit for cardiovascular patients,Amarin fish oil capsule shows dramatic benefit for cardiovascular patients,1,Real,3,HealthStory,0.54206014
story_reviews_00580,Prenatal testing can detect cancer in pregnant mothers,Prenatal testing can detect cancer in pregnant mothers,0,Fake,2,HealthStory,0.5420135
story_reviews_01144,Abbott absorbable stent shows good results,Abbott absorbable stent shows good results,0,Fake,2,HealthStory,0.5419778
story_reviews_00633,New drugs show promise for treating high cholesterol,New drugs show promise for treating high cholesterol,1,Real,3,HealthStory,0.54184175
story_reviews_00070,FDA approves new drug that prevents migraines without side effects,FDA approves new drug that prevents migraines without side effects,1,Real,3,HealthStory,0.5412558
story_reviews_00826,Acupuncture has limited benefit for chronic pain,Acupuncture has limited benefit for chronic pain,1,Real,3,HealthStory,0.54060286
story_reviews_01540,Bioidentical hormones for menopausal symptoms,Bioidentical hormones for menopausal symptoms,1,Real,3,HealthStory,0.54033655
story_reviews_00150,First test of anti-epilepsy surgeries in children shows dramatic benefit,First test of anti-epilepsy surgeries in children shows dramatic benefit,1,Real,4,HealthStory,0.5401822
story_reviews_00511,"Light therapy effective for treating depression, not just winter blues","Light therapy effective for treating depression, not just winter blues",1,Real,4,HealthStory,0.5392659
story_reviews_00899,'Cutting' your risk of prostate cancer,'Cutting' your risk of prostate cancer,1,Real,3,HealthStory,0.5390859
story_reviews_00041,"Multigene test may find risk for heart disease, diabetes and breast cancer","Multigene test may find risk for heart disease, diabetes and breast cancer",1,Real,3,HealthStory,0.53693616
story_reviews_00960,Gene test could assist cancer therapy,Gene test could assist cancer therapy,1,Real,4,HealthStory,0.53686285
story_reviews_01278,Weighing effectiveness versus risk in obesity drugs,Weighing effectiveness versus risk in obesity drugs,0,Fake,2,HealthStory,0.5363532
story_reviews_00687,"Before you conclude that you’re gluten-sensitive, consider FODMAPs foods","Before you conclude that you’re gluten-sensitive, consider FODMAPs foods",0,Fake,2,HealthStory,0.5361622
story_reviews_01679,Nose treatment cuts hospital-acquired infections,Nose treatment cuts hospital-acquired infections,0,Fake,2,HealthStory,0.53599554
story_reviews_01325,Doctors suggest that women hit pause button on osteoporosis drugs,Doctors suggest that women hit pause button on osteoporosis drugs,1,Real,3,HealthStory,0.5351975
story_reviews_01451,Tai chi may ease fibromyalgia pain,Tai chi may ease fibromyalgia pain,1,Real,4,HealthStory,0.5346727
story_reviews_00018,Novartis drug cut death risk by 35 percent in gene mutation breast cancer,Novartis drug cut death risk by 35 percent in gene mutation breast cancer,0,Fake,2,HealthStory,0.5343147
story_reviews_00372,Focused brain ultrasound offers some hope for essential tremor,Focused brain ultrasound offers some hope for essential tremor,1,Real,4,HealthStory,0.53424263
story_reviews_00000,Virtual reality to help detect early risk of Alzheimer’s,Virtual reality to help detect early risk of Alzheimer’s,0,Fake,1,HealthStory,0.53395504
story_reviews_00634,"At gathering, living proof that CPR can save cardiac-arrest victims","At gathering, living proof that CPR can save cardiac-arrest victims",0,Fake,2,HealthStory,0.5325762
story_reviews_00359,Study shines a light on low winter-time male libido,Study shines a light on low winter-time male libido,0,Fake,2,HealthStory,0.53181857
story_reviews_00212,New drug shows promise against vision-robbing disease in seniors,New drug shows promise against vision-robbing disease in seniors,1,Real,3,HealthStory,0.5317106
story_reviews_01070,Firm develops magnetic-pulse treatment for major depression,Firm develops magnetic-pulse treatment for major depression,1,Real,3,HealthStory,0.5313134
story_reviews_00553,Women are not getting treated for menopausal symptoms,Women are not getting treated for menopausal symptoms,1,Real,3,HealthStory,0.5313044
story_reviews_00023,Migraine patients can now try three new drugs for prevention,Migraine patients can now try three new drugs for prevention,1,Real,3,HealthStory,0.5302592
story_reviews_01412,Researchers develop test for pregnancy complication,Researchers develop test for pregnancy complication,1,Real,3,HealthStory,0.53024
story_reviews_00031,Here’s how one woman used an implant to get some relief from chronic back pain,Here’s how one woman used an implant to get some relief from chronic back pain,0,Fake,2,HealthStory,0.5299736
story_reviews_01237,Study: Fatty acids can help ease PMS symptoms,Study: Fatty acids can help ease PMS symptoms,1,Real,3,HealthStory,0.5299545
story_reviews_01468,Spinal fluid proteins can help diagnose Alzheimer's,Spinal fluid proteins can help diagnose Alzheimer's,0,Fake,1,HealthStory,0.52983546
story_reviews_00484,Jet lag research finds new potential treatment,Jet lag research finds new potential treatment,1,Real,3,HealthStory,0.5298331
story_reviews_00906,Experimental treatment may help food allergies,Experimental treatment may help food allergies,0,Fake,2,HealthStory,0.5293385
story_reviews_01520,Progress made on artificial pancreas for diabetic patients,Progress made on artificial pancreas for diabetic patients,0,Fake,2,HealthStory,0.529039
story_reviews_00684,"Chemoprevention works against breast cancer, but these drugs are not popular","Chemoprevention works against breast cancer, but these drugs are not popular",1,Real,5,HealthStory,0.5287365
story_reviews_01480,In the Works: Immunotherapy for food allergies,In the Works: Immunotherapy for food allergies,1,Real,4,HealthStory,0.5284157
story_reviews_00877,Experts issue new guidelines for preventing migraines with drugs,Experts issue new guidelines for preventing migraines with drugs,1,Real,3,HealthStory,0.5267883
story_reviews_00250,Botox tested to help treat depression and social anxiety,Botox tested to help treat depression and social anxiety,0,Fake,2,HealthStory,0.5254757
story_reviews_01176,Scientists develop blood test for Down's Syndrome,Scientists develop blood test for Down's Syndrome,0,Fake,2,HealthStory,0.5250627
story_reviews_00043,Hyperbaric oxygen: The mysterious therapy that saved a cancer survivor from radiation side effects,Hyperbaric oxygen: The mysterious therapy that saved a cancer survivor from radiation side effects,1,Real,4,HealthStory,0.5248342
story_reviews_01683,"Study: Ginkgo biloba has no effect on Alzheimer's, dementia","Study: Ginkgo biloba has no effect on Alzheimer's, dementia",1,Real,4,HealthStory,0.5246066
story_reviews_00835,Magnetic stimulation helps some people with treatment-resistant depression,Magnetic stimulation helps some people with treatment-resistant depression,1,Real,5,HealthStory,0.5244389
story_reviews_01230,Deep Brain Stimulation for Stubborn Hypertension,Deep Brain Stimulation for Stubborn Hypertension,1,Real,3,HealthStory,0.52438664
story_reviews_00739,Walnuts for Diabetes,Walnuts for Diabetes,0,Fake,1,HealthStory,0.5240666
story_reviews_00134,Gene therapy makes a big advance treating hemophilia B blood disorder,Gene therapy makes a big advance treating hemophilia B blood disorder,1,Real,4,HealthStory,0.5238992
story_reviews_00808,Cervical cancer vaccine in early stages,Cervical cancer vaccine in early stages,1,Real,4,HealthStory,0.52364105
story_reviews_00802,Israeli medical device offers new Alzheimer's treatment,Israeli medical device offers new Alzheimer's treatment,0,Fake,1,HealthStory,0.52363265
story_reviews_00544,Lilly diabetes drug slashes deaths in patients with heart risk,Lilly diabetes drug slashes deaths in patients with heart risk,1,Real,3,HealthStory,0.5234113
story_reviews_00395,Stem cell research aims to put an end to root canals,Stem cell research aims to put an end to root canals,0,Fake,2,HealthStory,0.52340835
story_reviews_01408,Small study suggests electrical stimulation of the brain can ease migraine pain,Small study suggests electrical stimulation of the brain can ease migraine pain,0,Fake,1,HealthStory,0.52334505
story_reviews_01138,Study finds statins reduce pneumonia death rates,Study finds statins reduce pneumonia death rates,0,Fake,2,HealthStory,0.523092
story_reviews_01302,Pill shows a drop of up to 70% in HIV infection risk,Pill shows a drop of up to 70% in HIV infection risk,1,Real,4,HealthStory,0.5230171
story_reviews_01251,Stem cell therapy for macular degeneration,Stem cell therapy for macular degeneration,1,Real,3,HealthStory,0.5217682
story_reviews_00270,Quality of life after heart CT scan depends on results,Quality of life after heart CT scan depends on results,0,Fake,2,HealthStory,0.5208128
story_reviews_00289,Low-FODMAP diet catches on among people with digestive misery,Low-FODMAP diet catches on among people with digestive misery,1,Real,4,HealthStory,0.52017266
story_reviews_00602,An old-line diabetes drug may have new uses against diseases of aging,An old-line diabetes drug may have new uses against diseases of aging,1,Real,4,HealthStory,0.5191386
story_reviews_00676,'Peanut patch' may protect against life-threatening allergy,'Peanut patch' may protect against life-threatening allergy,1,Real,3,HealthStory,0.5190865
story_reviews_00701,Insulin spray may be helpful for people with early dementia,Insulin spray may be helpful for people with early dementia,0,Fake,2,HealthStory,0.5184685
story_reviews_01039,Women who eat lots of fiber have less breast cancer,Women who eat lots of fiber have less breast cancer,1,Real,5,HealthStory,0.5172627
story_reviews_01381,Study hints multivitamins aid women's heart health,Study hints multivitamins aid women's heart health,1,Real,3,HealthStory,0.5167467
story_reviews_01403,Some appendicitis cases may not require 'emergency' surgery,Some appendicitis cases may not require 'emergency' surgery,1,Real,5,HealthStory,0.5162861
story_reviews_00599,Here’s how a five-day diet that mimics fasting may ‘reboot’ the body and reduce cancer risk,Here’s how a five-day diet that mimics fasting may ‘reboot’ the body and reduce cancer risk,0,Fake,0,HealthStory,0.5162288
story_reviews_00772,Beet Juice Lowers Blood Pressure,Beet Juice Lowers Blood Pressure,1,Real,3,HealthStory,0.5160669
story_reviews_00662,Electric 'noise' treats Parkinson's symptoms,Electric 'noise' treats Parkinson's symptoms,1,Real,3,HealthStory,0.51539385
story_reviews_01627,Cord blood stem cells help meet minority marrow needs,Cord blood stem cells help meet minority marrow needs,0,Fake,2,HealthStory,0.51531744
story_reviews_01113,Tailored medicine could prevent more heart attacks,Tailored medicine could prevent more heart attacks,1,Real,4,HealthStory,0.51518166
story_reviews_01368,Special Report: Life and death in the age of the bionic heart,Special Report: Life and death in the age of the bionic heart,0,Fake,2,HealthStory,0.5146772
story_reviews_01569,Magnetic brain stimulation fights depression,Magnetic brain stimulation fights depression,1,Real,3,HealthStory,0.51461834
story_reviews_01430,Surgery prevents breast cancers in high-risk women,Surgery prevents breast cancers in high-risk women,0,Fake,1,HealthStory,0.5142199
story_reviews_00568,"New study finds surprising news about teens, marijuana, and health issues","New study finds surprising news about teens, marijuana, and health issues",0,Fake,1,HealthStory,0.5140564
story_reviews_00057,Modified polio vaccine helps fight deadly brain tumors,Modified polio vaccine helps fight deadly brain tumors,1,Real,4,HealthStory,0.5136093
story_reviews_00243,"In small Alzheimer’s study, hints of modest benefit from unusual drug","In small Alzheimer’s study, hints of modest benefit from unusual drug",1,Real,5,HealthStory,0.5134851
story_reviews_00165,Researchers identify CTE biomarker that may lead to diagnosis while alive,Researchers identify CTE biomarker that may lead to diagnosis while alive,1,Real,4,HealthStory,0.51306003
story_reviews_00679,Gradual smoking cessation may be possible with nicotine addiction pill,Gradual smoking cessation may be possible with nicotine addiction pill,1,Real,4,HealthStory,0.51198024
story_reviews_00430,Doctors test new device for uterine fibroids,Doctors test new device for uterine fibroids,1,Real,4,HealthStory,0.51188284
story_reviews_00264,Sperm problems? Smartphone device could screen for infertility,Sperm problems? Smartphone device could screen for infertility,0,Fake,2,HealthStory,0.5118767
story_reviews_01014,Certain foods may be the best medicine for lowering ‘bad’ cholesterol,Certain foods may be the best medicine for lowering ‘bad’ cholesterol,1,Real,3,HealthStory,0.51172286
story_reviews_01252,Prozac shows promise in recovery from stroke,Prozac shows promise in recovery from stroke,1,Real,3,HealthStory,0.511681
story_reviews_01046,The shallow waters of dolphin therapy claims,The shallow waters of dolphin therapy claims,1,Real,4,HealthStory,0.51159817
story_reviews_00135,Open windows and doors can improve sleep quality,Open windows and doors can improve sleep quality,1,Real,3,HealthStory,0.51118445
story_reviews_01370,Sorting through advice on osteoporosis,Sorting through advice on osteoporosis,1,Real,4,HealthStory,0.5108241
story_reviews_00324,Sweat it out! Skin patch aims to test sweat for health,Sweat it out! Skin patch aims to test sweat for health,0,Fake,2,HealthStory,0.51074195
story_reviews_00555,Asterias's stem cell therapy shows promise in study,Asterias's stem cell therapy shows promise in study,1,Real,3,HealthStory,0.510417
story_reviews_00721,Avocados may help lower 'bad' cholesterol,Avocados may help lower 'bad' cholesterol,1,Real,3,HealthStory,0.50991493
story_reviews_00142,"Spit test may diagnose, predict duration of concussion in kids","Spit test may diagnose, predict duration of concussion in kids",1,Real,4,HealthStory,0.5095477
story_reviews_01043,"Quick shot replacing nip, tuck","Quick shot replacing nip, tuck",0,Fake,1,HealthStory,0.50905216
story_reviews_00903,Researchers report progress in cancer immunotherapy,Researchers report progress in cancer immunotherapy,1,Real,4,HealthStory,0.50885767
story_reviews_00338,Study offers potential breakthrough in care of children with autism,Study offers potential breakthrough in care of children with autism,1,Real,3,HealthStory,0.5085849
story_reviews_00319,Strobe lighting provides a flicker of hope in the fight against Alzheimer’s,Strobe lighting provides a flicker of hope in the fight against Alzheimer’s,0,Fake,2,HealthStory,0.50851893
story_reviews_01634,Acupuncture shows promise for depression in pregnancy,Acupuncture shows promise for depression in pregnancy,1,Real,3,HealthStory,0.5085187
story_reviews_01226,"Extra calcium, vitamin D no bone booster for men","Extra calcium, vitamin D no bone booster for men",1,Real,4,HealthStory,0.5083063
story_reviews_01477,"Low-carb, low-calorie diets can both result in weight loss","Low-carb, low-calorie diets can both result in weight loss",1,Real,3,HealthStory,0.50821394
story_reviews_01397,Study questions benefit of mammograms in women over 50,Study questions benefit of mammograms in women over 50,1,Real,3,HealthStory,0.50812006
story_reviews_01064,Olive oil lovers show lower stroke risk,Olive oil lovers show lower stroke risk,1,Real,5,HealthStory,0.5076866
story_reviews_01283,Baby aspirin linked to reduced cancer deaths,Baby aspirin linked to reduced cancer deaths,1,Real,4,HealthStory,0.50762385
story_reviews_01183,Study: PSA rise not good prostate cancer predictor,Study: PSA rise not good prostate cancer predictor,1,Real,4,HealthStory,0.50721717
story_reviews_00172,Menopause hormone therapy not linked to premature death,Menopause hormone therapy not linked to premature death,1,Real,5,HealthStory,0.50712115
story_reviews_00247,"Fighting the flu, with frog mucus","Fighting the flu, with frog mucus",1,Real,5,HealthStory,0.5066432
story_reviews_01210,Breast-cancer study questions lymph node removal,Breast-cancer study questions lymph node removal,1,Real,4,HealthStory,0.5066188
story_reviews_00145,"Regular painkillers work as well as opioids for sprains, strains and fractures","Regular painkillers work as well as opioids for sprains, strains and fractures",1,Real,3,HealthStory,0.5057526
story_reviews_00751,Folic acid in pregnancy may help lower autism risk,Folic acid in pregnancy may help lower autism risk,1,Real,3,HealthStory,0.50563633
story_reviews_01202,"Zinc will help your cold, at least a little","Zinc will help your cold, at least a little",1,Real,3,HealthStory,0.50563383
story_reviews_01069,Extracting the facts about pomegranate pills,Extracting the facts about pomegranate pills,1,Real,5,HealthStory,0.5056103
story_reviews_01440,"Gaining on death, cooling therapy catches on slowly","Gaining on death, cooling therapy catches on slowly",1,Real,5,HealthStory,0.50550663
story_reviews_00812,Tomatoes may help reduce stroke risk,Tomatoes may help reduce stroke risk,1,Real,4,HealthStory,0.5051482
story_reviews_00237,Experimental drug reduces thyroid-associated ‘Graves' eyes’,Experimental drug reduces thyroid-associated ‘Graves' eyes’,1,Real,4,HealthStory,0.50494456
story_reviews_00779,Longer tamoxifen use cuts breast cancer deaths,Longer tamoxifen use cuts breast cancer deaths,1,Real,5,HealthStory,0.50444615
story_reviews_00360,New inhaler protects lungs against effects of air pollution,New inhaler protects lungs against effects of air pollution,1,Real,3,HealthStory,0.50429463
story_reviews_00989,Medtronic tests stent for erectile dysfunction,Medtronic tests stent for erectile dysfunction,0,Fake,1,HealthStory,0.50376505
story_reviews_00702,Nasal spray shows promise as treatment for Alzheimer's disease,Nasal spray shows promise as treatment for Alzheimer's disease,0,Fake,2,HealthStory,0.50362617
story_reviews_01599,Prostate drug may work as a preventive,Prostate drug may work as a preventive,1,Real,3,HealthStory,0.503118
story_reviews_00236,Microsoft shows off watch that quiets Parkinson's tremors,Microsoft shows off watch that quiets Parkinson's tremors,0,Fake,2,HealthStory,0.5025606
story_reviews_00343,Anti-inflammatory drugs might someday treat depression,Anti-inflammatory drugs might someday treat depression,1,Real,3,HealthStory,0.5021187
story_reviews_00783,Magnets zap blues for some with depression,Magnets zap blues for some with depression,1,Real,3,HealthStory,0.50183296
story_reviews_00619,Vitamin B3 could help reduce skin cancer risk,Vitamin B3 could help reduce skin cancer risk,1,Real,3,HealthStory,0.50168127
story_reviews_00016,FDA approves new flu pill that can be taken after onset of symptoms,FDA approves new flu pill that can be taken after onset of symptoms,0,Fake,2,HealthStory,0.5014021
story_reviews_00245,Treating Vulvo-Vaginal Atrophy,Treating Vulvo-Vaginal Atrophy,0,Fake,2,HealthStory,0.501345
story_reviews_00542,Vaccine offers new hope for removing precancerous cervical lesions,Vaccine offers new hope for removing precancerous cervical lesions,0,Fake,0,HealthStory,0.5003807
story_reviews_00082,"For advanced lung cancer, immune therapy plus chemo prolongs survival","For advanced lung cancer, immune therapy plus chemo prolongs survival",1,Real,3,HealthStory,0.50031114
story_reviews_01277,"German doctors declare ""cure"" in HIV patient","German doctors declare ""cure"" in HIV patient",1,Real,4,HealthStory,0.49984875
story_reviews_01400,Mammogram benefits more modest than doctors thought,Mammogram benefits more modest than doctors thought,1,Real,4,HealthStory,0.49983782
story_reviews_01462,"Beta-blockers used by musicians, athletes, students to enhance performance","Beta-blockers used by musicians, athletes, students to enhance performance",0,Fake,2,HealthStory,0.49914345
story_reviews_00909,Omega-3 oils shown as good for brain health in study involving older people,Omega-3 oils shown as good for brain health in study involving older people,0,Fake,2,HealthStory,0.49879682
story_reviews_00234,"For women, baby aspirin may reduce risk of breast cancer","For women, baby aspirin may reduce risk of breast cancer",1,Real,3,HealthStory,0.4986798
story_reviews_00626,Penn study questions Lariat device to prevent stroke in heart patients,Penn study questions Lariat device to prevent stroke in heart patients,1,Real,5,HealthStory,0.49839535
story_reviews_01222,Scientists look to stem cells to mend broken hearts,Scientists look to stem cells to mend broken hearts,0,Fake,0,HealthStory,0.49825573
story_reviews_01555,Houston scientists say test may show ovarian cancer early,Houston scientists say test may show ovarian cancer early,1,Real,5,HealthStory,0.4980537
story_reviews_01177,Stomach pacemaker could help obese lose weight,Stomach pacemaker could help obese lose weight,1,Real,3,HealthStory,0.49768144
story_reviews_00540,"'Super' berry may help boost memory, heart health","'Super' berry may help boost memory, heart health",0,Fake,2,HealthStory,0.4976735
story_reviews_01160,40% of Gastric Banding Patients Have Complications,40% of Gastric Banding Patients Have Complications,1,Real,4,HealthStory,0.49739575
story_reviews_00033,"Merck KGaA, Pfizer's immuno-drug shown to alleviate kidney cancer","Merck KGaA, Pfizer's immuno-drug shown to alleviate kidney cancer",0,Fake,1,HealthStory,0.49737504
story_reviews_00091,Modified Pap tests can show early warning signs of other gynecological cancers,Modified Pap tests can show early warning signs of other gynecological cancers,1,Real,3,HealthStory,0.49698538
story_reviews_01363,Protein urine test may signal prostate cancer,Protein urine test may signal prostate cancer,0,Fake,2,HealthStory,0.49625245
story_reviews_01358,Study: Vitamin B12 may help ward off Alzheimer's,Study: Vitamin B12 may help ward off Alzheimer's,1,Real,4,HealthStory,0.49595472
story_reviews_01218,Osteoporosis medication extends life by five years,Osteoporosis medication extends life by five years,0,Fake,0,HealthStory,0.49594972
story_reviews_00281,Major study finds testosterone therapy is no fountain of youth,Major study finds testosterone therapy is no fountain of youth,1,Real,5,HealthStory,0.49586588
story_reviews_00825,"Study: Placebo or not, acupuncture helps with pain","Study: Placebo or not, acupuncture helps with pain",1,Real,5,HealthStory,0.49572554
story_reviews_01414,Study backs prostate screening for high risk men,Study backs prostate screening for high risk men,1,Real,3,HealthStory,0.49547693
story_reviews_00318,How optimism may help you live longer,How optimism may help you live longer,1,Real,3,HealthStory,0.4954404
story_reviews_00474,Occasional fasting could help you live longer,Occasional fasting could help you live longer,1,Real,3,HealthStory,0.49511898
story_reviews_01662,Low-Carb Diet Lowers Blood Pressure,Low-Carb Diet Lowers Blood Pressure,0,Fake,2,HealthStory,0.49510062
story_reviews_00491,Sleeping in on weekends may help reduce diabetes risk,Sleeping in on weekends may help reduce diabetes risk,1,Real,4,HealthStory,0.49494174
story_reviews_00733,Gene test may help guide prostate cancer treatment,Gene test may help guide prostate cancer treatment,1,Real,5,HealthStory,0.49450424
story_reviews_00453,Tracking the risks and rewards of transcranial magnetic stimulation,Tracking the risks and rewards of transcranial magnetic stimulation,1,Real,3,HealthStory,0.4944296
story_reviews_01007,"Rare surgery brings more weight loss, more risks","Rare surgery brings more weight loss, more risks",1,Real,5,HealthStory,0.49420133
story_reviews_00403,"Stem cell study for ALS patients shows promise, yet causes pain","Stem cell study for ALS patients shows promise, yet causes pain",1,Real,4,HealthStory,0.49381188
story_reviews_00761,The other incontinence,The other incontinence,1,Real,4,HealthStory,0.49347535
story_reviews_00594,Cancer-fighting spices offer flavorful way to eat healthy,Cancer-fighting spices offer flavorful way to eat healthy,0,Fake,2,HealthStory,0.4933688
