file_id,text,label,label_name,rating_float,matched_terms
story_reviews_01574,"Dr. Neil M. Bressler of Johns Hopkins University, the chairman of the group that conducted the trial, said a two-line improvement in vision would allow some people to read normal-size print or to drive again.

Lucentis is not approved as a treatment for macular edema. But it is approved for another eye disease, age-related macular degeneration.

So doctors can — and some already do — use the drug off-label for the diabetic condition. With this successful Phase 3 trial, insurers will now be more likely to pay for such off-label use.

Some doctors criticized the organizers of the trial for testing Lucentis rather than another Genentech drug, Avastin, which works in the same way as Lucentis.

Although it is a cancer drug, Avastin is often used off-label for eye diseases because it is far cheaper than Lucentis, costing only $20 to $100 a dose, compared with $2,000 for Lucentis.

Avastin is undercutting sales of Lucentis, which totaled $1.1 billion in the United States last year.

Organizers of the trial conceded that a major reason Lucentis was chosen was that Genentech, which is now owned by Roche, agreed to provide the drug free of charge and to contribute $9 million in additional financing — but only if Lucentis were used.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

“Obviously you can’t underplay $9 million,” said Dr. Ferris of the eye institute, which is part of the part of the National Institutes of Health. But he said there were other factors as well, like a belief that Lucentis might have been the better drug.

Advertisement Continue reading the main story

Dr. Philip J. Rosenfeld, a professor of ophthalmology at the University of Miami, said the decision was “clearly a case of pay to play” since Genentech’s money dictated the choice of drugs.

Retinopathy results from damage to the blood vessels in the eye. In macular edema, fluid from those damaged vessels leaks into the macula, the part of the retina that is responsible for the straight-ahead vision important for driving, recognizing faces and reading.

Lucentis, also known as ranibizumab, works by drying up leaky blood vessels and preventing the growth of new ones.

John Bevan, who has diabetic macular edema, said that every two months or so he used to have an incident in which blood leaked into his eye, blurring his vision.

“It’s like a paintball hits a plate-glass window — there’s a big splat and it drips downward and takes three days to a week to dissipate,” said Mr. Bevan, the school superintendent in north central Indiana. He said treatment with Lucentis in the clinical trial virtually eliminated those incidents.

The trial involved 691 patients, some of whom had both eyes treated, resulting in 854 total eyes. There were four treatment groups: One group got Lucentis injections into the eye as often as every four weeks, plus laser therapy. Another got Lucentis, with laser therapy used only after six months and only if needed. The third group got laser therapy plus injections into the eye of triamcinolone, a steroid sold by Allergan under the name Trivaris. The fourth group got laser therapy plus a sham injection.

After the first year, only 3 to 4 percent of the eyes treated with Lucentis suffered a visual loss of two or more lines compared to 13 percent that got only laser therapy.

Researchers said the results seem to be holding up for the second year of the three-year trial.

About 1 percent of those getting Lucentis injections suffered an inflammation of the eye from an infection.

The steroid treatment did not improve eyesight more than laser therapy alone and caused side effects.

Advertisement Continue reading the main story

Results of the trial were published online on Tuesday by the journal Ophthalmology.",1,Real,5,clinical trial | retinopathy | edema | age
story_reviews_01103,"“What we found is that where patients were applying Latisse, especially in areas where the hair was thinner and wispier and less pigmented, the hair grew thicker, stronger and healthier,” he said.

Though some users of Latisse have experienced skin discoloration, Dr. Bauman said he had never seen any such reaction on the scalp of his patients.

Certainly, Mr. Paduda, who used Latisse daily from November through February, is a happy customer. By the third week, he said, both he and friends he asked for reactions were seeing results. “I even busted out the old ‘before’ and ‘after’ pictures,” he said. “It was a noticeable difference.”

But Latisse does not appear to be a silver bullet for hair loss. Instead, it appears to work in much the same way as Rogaine or Propecia: All three can strengthen and darken hair that grows from a dying follicle, but none can bring a dead one back to life. The result is an enhanced, refortified hairline rather than a brand new head of hair.

Photo

Aside from hair transplants, which can cost about $10,000 each and do not always look natural, the only current hope for complete replacement is hair cloning, the act of producing entirely new hair from the DNA of an existing one, which researchers have been attempting, unsuccessfully, for years.

A pair of researchers last year claimed to grow new hair by combining plucked hair with a wound-healing powder made by ACell, a regenerative-medicine company in Columbia, Md. Though the claim was met with some skepticism by other clinicians, the idea that ACell’s powder, which has been approved by the government, could facilitate new hair growth has breathed new life into the race to clone hair.

Advertisement Continue reading the main story

Dr. Robert M. Bernstein, clinical professor of dermatology at Columbia University, is now one of several researchers experimenting with the product.

“It’s just a question of time now” before hair cloning becomes a reality, Dr. Bernstein said. “We keep on moving back that time, but I think there’s absolutely no doubt that it’s going to be done.”

He believes hair cloning will be commercially available within 10 years. This may sound like a long time to wait, but “it’s important to remember that baldness is unlike other conditions where you can progress past the point of being helped,” Dr. Bernstein said. “Once we have a cure for hair loss, everyone will be able to benefit.”

Photo

It has been been 14 years since the F.D.A. approved a new hair-loss remedy (Propecia, in 1997), so it is understandable that anticipation for a new one might be running high. One advantage of Latisse is that it needs to be applied only once a day (Rogaine needs to be applied twice; Propecia is taken once daily), and does not seem to cause reactions in people who are allergic to minoxidil.

It is, however, expensive: a month’s supply of Latisse can cost up to $150, and that is in amounts appropriate for use merely on the eyelashes. Rogaine, which is also available over the counter now, costs about $25 a month, and a month’s supply of Propecia runs about $75. (Even Mr. Paduda has now switched to Propecia, citing cost.)

The potential for Latisse is not lost on Allergan. The company initiated a Phase 1 clinical study in August to determine whether bimatoprost can be used as a treatment in men and women suffering from hair loss (alopecia).

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

“There is a great deal of interest in developing other uses of bimatoprost,” Heather Katt, a spokeswoman for Allergan, wrote in an e-mail message, “and Allergan is exploring ways to pursue that pathway through the F.D.A. approval process.”

For those too impatient to wait, there is also the bold and fashionable solution of shaving one’s head.

But the fact is that many men — and women — simply do not accept baldness easily.

“Hair has been an evolutionary sign of health and sexuality and youth, and that doesn’t change,” Dr. Bernstein said. “Shaved heads look cool, but not everyone wants one, and not everyone looks good with one.”

Mr. Paduda concurs.

“I have really dark eyebrows,” he said. “I would look like a psycho if I shaved my head.”",1,Real,4,clinical study
story_reviews_00739,"Andrew Scrivani for The New York Times

Eating walnuts may reduce the risk for Type 2 diabetes in women, a large new study concludes.

Previous studies have suggested an inverse relationship between tree nut consumption and diabetes. Though the findings are correlational, walnuts are uniquely high in omega-3 and omega-6 fatty acids, which may be of particular value in Type 2 diabetes prevention.

The scientists, writing in the April issue of The Journal of Nutrition, used dietary and health data on 138,000 women participating in a large continuing study of women’s health. Beginning in 1999 they collected data on walnut consumption, and followed the women for the next 10 years. They found 5,930 cases of Type 2 diabetes.

Women who ate walnuts tended to weigh less, consume more fish and exercise more than those who did not. But researchers controlled for these and many other factors, and found that compared with women who ate no walnuts, those who consumed 8 ounces of walnuts or more a month reduced their risk for Type 2 diabetes by 24 percent.

“There’s been a lot of research on nuts in general in relation to cardiovascular health,” said the senior author, Dr. Frank B. Hu, a professor of medicine at Harvard. “This is the first on walnuts and diabetes. Walnuts may have some unique benefits.”

The study was supported with grants from the National Institutes of Health and the California Walnut Commission.",0,Fake,1,type 2 diabetes | diabetes
story_reviews_00628,"Photo

The type of sugar you eat may affect your cravings for high-calorie foods, researchers report.

An experiment with 24 healthy volunteers found that compared with consuming glucose, consuming fructose — the sugar found in fruits, honey and corn syrup — resulted in more activity in the brain’s reward regions, increased responses to images of food and a tendency to choose eating a high-calorie food over a future monetary reward.

The volunteers drank a 10-ounce glass of cherry-flavored liquid that contained two and a half ounces of fructose or glucose. (Table sugar, or sucrose, extracted from sugar cane or sugar beets, is a compound of glucose and fructose.) Researchers also took blood samples to measure levels of glucose, fructose and insulin, and of leptin and ghrelin, enzymes involved in controlling hunger and feelings of fullness.

Before having their drinks, the participants rated their desire to eat on a one-to-10 scale from “not at all” to “very much.” Then they drank the liquids and had functional magnetic resonance imaging brain scans while looking at images of food and of neutral objects like buildings or baskets. As they did so, they rated their hunger using the scale. The volunteers were then presented with images of high-calorie foods and asked whether they would like to have the food now, or a monetary award a month later instead.

The study, published in the journal PNAS, found that compared with glucose, consuming fructose produced greater responses to food cues in the orbital frontal cortex of the brain, a region that plays an important role in reward processing. The fructose drink also produced greater activity in the visual cortex when volunteers looked at images of food, a finding that suggests increased craving compared with glucose.

When choosing between tasty high-calorie food or a delayed monetary reward, fructose drinkers were more likely than glucose drinkers to choose the food.

There was no difference in leptin or ghrelin levels between fructose and glucose drinkers. But plasma insulin response was sharply lower in fructose drinkers, which may affect what we eat, according to the senior author, Dr. Kathleen A. Page, an assistant professor of clinical medicine at the Keck School of Medicine of the University of Southern California.

“Insulin is released when we consume glucose,” she said. “The pancreas secretes insulin, and insulin drives glucose into cells so that it can be used for energy. But it also sends a signal to the brain that says ‘you’ve eaten.’ Fructose doesn’t stimulate insulin secretion, and if there’s no insulin, you don’t get the information that you’re full.”

Does this mean that it is a good idea to avoid fruit, because it contains fructose?

“No,” Dr. Page said. “Don’t stop eating fruit. It has a relatively low amount of sugar compared with processed foods and soft drinks — maybe 5 grams in an orange, compared with 25 grams in a 12-ounce can of soda. And it is packed with fiber, which helps slow down the absorption of food, which makes you feel full.”



For more fitness, food and wellness news, “like” our Facebook page.",0,Fake,2,insulin
story_reviews_00194,"Alzheimer’s disease now affects an estimated 5.5 million Americans, and after decades of feverish work, researchers have so far failed to find a treatment that halts or reverses the inexorable loss of memory, function and thinking ability that characterize this feared illness.

But researchers have been quite successful at devising ways to diagnose Alzheimer’s earlier and earlier. And that capability has emerged alongside evidence of a tantalizing possibility: that if you can catch the disease early enough — ideally when symptoms of confusion or memory loss are just emerging, or before — some therapies already in hand might essentially halt its progress.

For anyone who detects some mental slippage and wonders, “Is it Alzheimer’s?” the current state of dementia research raises a very real, and very wrenching, dilemma: If I can know, do I want to know?

That is, if it’s Alzheimer’s disease, would I do anything differently? Would there be some benefit in knowing for my loved ones, for myself?

Advertisement

Doctors and insurers, including the federal government, which administers Medicare, are asking some variants of the same questions: If an effective test, which costs between $3,000 and $5,000 a shot, can diagnose dementia early, and distinguish Alzheimer’s from other forms of dementia, should it be recommended to patients with cognitive concerns and routinely covered by their insurance? Would it make patients’ lives better, or lower the cost of their care?

Newly unveiled research results are bringing some clarity to such deliberations. And other new research, published Wednesday in the journal Neurology, proposes a new diagnostic tool that may be able to detect Alzheimer’s, and distinguish it from another form of dementia, more simply and cheaply than does the best test now available.

At the Alzheimer’s Assn. International Conference in London last week, researchers reported their preliminary findings from a trial that is testing the impact of diagnostic testing for Alzheimer’s disease on nearly 19,000 Medicare beneficiaries.

All of these study participants — largely people in their 70s, all with a diagnosis of either “mild cognitive impairment” or atypical dementia — are living with the unconfirmed suspicion that they have Alzheimer’s. The study is underwritten by the Centers for Medicare & Medicaid Services and the Alzheimer’s Assn. It set out to find out whether knowing — getting the costly test that would offer either confirmation or reprieve — would change the way that patients with cognitive troubles are treated, or the way that they plan their lives.

Advertisement

The preliminary results suggested it did. After getting the results of a PET brain scan to detect and measure amyloid deposits, which are the key hallmark of Alzheimer’s disease, roughly two-thirds of the subjects saw their medication regimens changed or were counseled differently by their doctors about what to expect.

That new information may have guided family caregivers in planning their own futures, or prodded patients to make financial decisions and power-of-attorney assignments sooner. Some who learned that they did not have Alzheimer’s discontinued medications that can have unpleasant side effects. Others learned they do have Alzheimer’s and decided to enroll in clinical trials that will test new drugs.

A second study presented in London analyzed data from several studies, and found that in a large population of research participants with cognitive concerns, brain amyloid PET scans led to a change in diagnosis in approximately 20% of cases.

“People should know what’s coming,” said Dr. Maria Carrillo, chief science officer for the Alzheimer’s Assn. The Centers for Medicare & Medicaid Services has given amyloid scans a provisional approval, meaning they do not routinely pay for them. The results may guide the agency to rethink its position, she added.

The PET scan bore bad news for Ken Lehmann, who enrolled last year in the IDEAS trial, short for Imaging Dementia — Evidence for Amyloid Scanning. After his long, slow decline that has flummoxed doctors, Lehmann’s brain scan clearly showed he has Alzheimer’s disease.

The certainty that has brought has been a long time coming. When Lehmann began withdrawing from friends, forgetting to pay bills and having trouble following conversations, he was just 58. Now, he’s 80.

Ken had always been considered a “Renaissance man” — a furniture company executive who rebuilt Porsches, played basketball and loved to entertain friends, said his wife, Mary Margaret Lehmann. But as years passed, his judgment seemed off. He would lose track of points he was making, and sometimes of where he was at.

It would take the loss of their home and a business bankruptcy for the Lehmanns to demand answers to what was going on. In 2009, they moved from Sacramento to Edina, Minn., to live with a daughter. And there, at last, they found a neurologist who, despite initial skepticism (“but he presents so well!” the doctor proclaimed), diagnosed dementia.

Advertisement

For the Lehmanns and many patients and families like them — as well as for neurologists — that diagnosis is often just the beginning of a deeper mystery.

Alzheimer’s disease is the most feared and most common form of dementia, accounting for between 60% and 80% of all dementia cases diagnosed. But at least seven other forms of dementia, and dementia linked to the movement disorder Parkinson’s disease, can cause loss of memory, reasoning, judgment and the ability to speak, comprehend and care for oneself.

To the estimated 16 million Americans living with some form of cognitive impairment, telling the difference could make a significant difference. Dementia forms with different origins progress differently (or sometimes not at all). They respond best to different medications, and will come to require different levels of care and treatment. Some (though not Alzheimer’s) can even be reversed with treatment.

Being able to distinguish which form of dementia a patient has should help doctors and caregivers to make better choices.

But it’s a question that until recently could be answered only after death. At that point, a postmortem examination of the brain could be done to look for the built-up clumps and tangles of beta-amyloid proteins, the overall shrinkage, and the loss of neurons in the brain’s hippocampus that are, collectively, the hallmarks of Alzheimer’s.

No more. Improved medical imaging technologies developed over the last decade have made it possible to peer inside the brain of a living patient, detect and measure the accumulation of beta-amyloid, and make a definitive diagnosis.

In 2012, the Food and Drug Administration took a first step in making such imaging possible, giving its blessing to the imaging agent florbetapir F18, which binds to amyloid aggregates in the brain and allows a PET scan to be used to make the diagnosis. In 2013, two new imaging agents won FDA approval, and new imaging agents and techniques promise ever more precise means to visualize and diagnose Alzheimer’s in the brain.

On Wednesday, research published in the journal Neurology suggested that transcranial magnetic stimulation, a technique that can selectively turn up or down activity in different parts of the brain, could prove useful in distinguishing between Alzheimer’s disease from frontotemporal dementia.

Advertisement

In many ways, Ken Lehmann’s symptoms fit neatly into a diagnosis of frontotemporal dementia. A form of cognitive impairment that typically becomes evident earlier than most cases of Alzheimer’s, FTD often affects judgment, personality and verbal communication. This form of dementia progresses as inexorably as does Alzheimer’s. But its typical course differs slightly.

As an enrollee in the IDEAS trial, Lehmann was prepared to learn what it was he had.

“I had come to the conclusion they just don’t know,” said Lehmann, now 80, from his home in Minnesota. “In seven years, my journey of decline has been very miniscule, and they don’t know why.”

It turns out, he added, “I have all the biomarkers of Alzheimer’s disease.”

Once he and his wife learned that, they stepped up their preparations for further decline. And they redoubled their efforts to do things that bring joy, and that may slow Ken’s decline as well.

They follow a diet rich in fatty fish, healthful fats and fruits and vegetables, and Ken does woodworking. He also sings in a Minneapolis chorus, Giving Voice, with other dementia patients. He has regained a long-lost ability to read music.

“Just not knowing is very disconcerting,” says Mary Margaret, who is her husband’s principal caregiver. “I don’t know what the timeline is, but I now know what the needs are, in terms of financial and legal needs and end-of-life issues. Those all need to be planned for ahead of time, and now we have all of that in place. To me, that’s a safety net.”

melissa.healy@latimes.com

@LATMelissaHealy

MORE IN SCIENCE

CTE was nearly ubiquitous among former NFL players who donated their brains to science

To preserve mental acuity into old age, experts suggest focusing on these three things

Fake news about statins is discouraging the use of these life-saving drugs, expert warns

Plastic trash could top 13 billion tons by 2050. And recycling doesn’t help much",1,Real,3,diagnosis | patient | statins | age
story_reviews_00537,"The test accurately identified a group of women whose cancers are so likely to respond to hormone-blocking drugs that adding chemo would do little if any good while exposing them to side effects and other health risks. In the study, women who skipped chemo based on the test had less than a 1 percent chance of cancer recurring far away, such as the liver or lungs, within the next five years.

Many women with early-stage breast cancer can skip chemotherapy without hurting their odds of beating the disease — good news from a major study that shows the value of a gene-activity test to gauge each patient's risk.

Advertisement

''You can't do better than that,'' said the study leader, Dr. Joseph Sparano of Montefiore Medical Center in New York.

An independent expert, Dr. Clifford Hudis of New York's Memorial Sloan Kettering Cancer Center, agreed.

''There is really no chance that chemotherapy could make that number better,'' he said. Using the gene test ''lets us focus our chemotherapy more on the higher risk patients who do benefit'' and spare others the ordeal.

The study was sponsored by the National Cancer Institute. Results were published online Monday by the New England Journal of Medicine and discussed at the European Cancer Congress in Vienna.

The study involved the most common type of breast cancer — early stage, without spread to lymph nodes; hormone-positive, meaning the tumor's growth is fueled by estrogen or progesterone; and not the type that the drug Herceptin targets. Each year, more than 100,000 women in the United States alone are diagnosed with this.

The usual treatment is surgery followed by years of a hormone-blocking drug. But many women also are urged to have chemo, to help kill any stray cancer cells that may have spread beyond the breast and could seed a new cancer later. Doctors know that most of these women don't need chemo but there are no great ways to tell who can safely skip it.

Advertisement

A California company, Genomic Health Inc., has sold a test called Oncotype DX since 2004 to help gauge this risk. The test measures the activity of genes that control cell growth, and others that indicate a likely response to hormone therapy treatment.

Past studies have looked at how women classified as low, intermediate or high risk by the test have fared. The new study is the first to assign women treatments based on their scores and track recurrence rates.

Of the 10,253 women in the study, 16 percent were classified as low risk, 67 percent as intermediate and 17 percent as high risk for recurrence by the test. The high-risk group was given chemotherapy and hormone-blocking drugs. Women in the middle group were randomly assigned to get hormone therapy alone or to add chemo. Results on these groups are not yet ready — the study is continuing.

But independent monitors recommended the results on the low-risk group be released, because it was clear that adding chemo would not improve their fate.

After five years, about 99 percent had not relapsed, and 98 percent were alive. About 94 percent were free of any invasive cancer, including new cancers at other sites or in the opposite breast.

''These patients who had low risk scores by Oncotype did extraordinarily well at five years,'' said Dr. Hope Rugo, a breast cancer specialist at the University of California, San Francisco, with no role in the study. ''There is no chance that for these patients, that chemotherapy would have any benefit.''

Advertisement

Dr. Karen Beckerman, a New York City obstetrician diagnosed with breast cancer in 2011, said she was advised to have chemo but feared complications. A doctor suggested the gene test and she scored very low for recurrence risk.

''I was convinced that there was no indication for chemotherapy. I was thrilled not to have to have it,'' and has been fine since then, she said.

Mary Lou Smith, a breast cancer survivor and advocate who helped design the trial for ECOG, the Eastern Cooperative Oncology Group, which ran it, said she thought women ''would be thrilled'' to skip chemo.

''Patients love the idea of a test'' to help reduce uncertainty about treatment, she said. ''I've had chemotherapy. It's not pretty.''

The test costs $4,175, which Medicare and many insurers cover. Others besides Oncotype DX also are on the market, and Hudis said he hopes the new study will encourage more, to compete on price and accuracy.

''The future is bright'' for gene tests to more precisely guide treatment, he said.",1,Real,5,patient
story_reviews_01554,"CHICAGO (Reuters) - An experimental cancer drug showed early promise at helping patients with advanced melanoma that had spread to the brain, according to a summary of data from a mid-stage study.

Bristol-Myers Squibb’s closely watched biotechnology drug ipilimumab, which enlists the help of the immune system to attack tumors, was found generally safe and showed signs that it was working on tumors in the brain, which are especially difficult to treat.

The study is the first to test ipilimumab in patients whose skin cancer had spread to the brain, and the findings, released in an abstract or brief summary, support its potential use in these patients, the researchers said.

The abstract was one of thousands of studies released on Thursday ahead of presentation at the American Society of Clinical Oncology (ASCO) next month in Chicago.

Ipilimumab is a monoclonal antibody, an engineered human immune system protein that boosts the body’s immune response by interfering with another immune compound called CTLA-4, which acts as a sort of brake on immune system cells.

By temporarily removing this brake, the hope is to unleash the immune system to find and destroy the cancer.

Results of a late-stage study of the drug in melanoma patients will be detailed in a “late-breaker” session at ASCO’s annual meeting in June.

In the phase 2 trial, researchers said four out of 51 patients with at least one brain lesion had a partial response to the drug, and in 5 out of 51 patients, both brain and other tumors in the body stabilized after 12 weeks of treatment.

The responses lasted from three to 12 months, and patients had no serious toxic side effects. Data from a second arm of the study is still being evaluated.

A separate study of the drug also showed signs it could work in people who first appeared not to respond to the drug.

Researchers reintroduced the drug to 32 patients who were initially treated as part of a study of 634 patients.

Eight of the 32 got ipilimumab alone, 23 got ipilimumab plus a vaccine called gp100, and one got the vaccine alone. All of the treatments appeared safe.

The team found that in patients whose cancer initially progressed while on ipilimumab, whose who were reintroduced to the drug had a disease control rate of 65 to 75 percent, compared to zero in the patient who got the vaccine only.

“These findings may have implications for the use of ipilimumab therapy in the long-term management of advanced melanoma,” the researchers reported in the abstract.

Melanoma accounts for about 3 percent of skin cancer cases but causes most skin cancer deaths, and doctors have few effective treatments to offer once the disease has spread.

According to the American Cancer Society, melanoma accounted for more than 68,000 cases of skin cancer in 2009, and 8,650 deaths.",0,Fake,2,patient
story_reviews_01161,"March 21, 2011 -- Long-term results for Lap-Band weight loss surgery are relatively poor, according to a new study from Belgium.

But a spokesman for the company that manufactures Lap-Band says the study is flawed.

Nearly half of the 82 patients followed for 12 years or longer required removal of the bands and about 40% had major complications, the researchers found. The average weight loss was below what experts consider good results. Even so, a majority of the patients in their small study said they were satisfied with the procedure.

Despite that degree of satisfaction, ""I think people have exaggerated expectations from the band procedure,"" says researcher Jacques Himpens, MD, an attending surgeon at St. Pierre University Hospital in Brussels. His study findings, he tells WebMD, are ''a reality call.""

But some, including the manufacturer of the Lap-Band -- used in a technique called laparoscopic adjustable gastric banding -- take exception to the study, criticizing the small sample size and the number of patients lost to follow-up.

The critics also point out that both the device itself and the expertise of surgeons placing it have improved greatly since the patients in the study had their bands placed, in the years 1994 through 1997.

But Himpens tells WebMD he's skeptical either would make much difference. ""My impression is, even with the newer band, the results are not significantly better,"" he says.

He emphasizes he is not against the use of gastric band surgery, but that based on his study results, patients who opt for the procedure should know there's a good chance they will need a follow-up procedure and they may have less weight loss and more complications than those who choose other weight loss surgeries.",1,Real,4,weight loss | hospital
story_reviews_00623,"Severely premature babies are more likely to live if they receive intensive-care treatments rather than palliative care to keep them comfortable, according to a U.S. government-funded study published Thursday.

Whether babies born at the extreme edge of viability, generally considered to be 22, 23 or 24 weeks of gestation, should be aggressively medically treated is a controversial issue among pediatric experts. These infants often don’t survive and, even if they do, many have substantial long-term health problems.

This new study, published in the New England Journal of Medicine, provides what is thought to be the best, large-scale data in the U.S. to date on this topic. The authors, from many institutions that form a large neonatal research network funded by the National Institutes of Health, studied nearly 5,000 babies born before 27 weeks at two-dozen high-quality hospitals across the country who were followed to 18-22 months of age.

Those who were born at 22 weeks of gestation survived only 5% of the time. Of those who received active treatment to help them breathe or their hearts to beat, 23% lived, 15.4% survived without severe neurological impairment, such as cerebral palsy, and 9% survived without severe or moderate neurological impairment.

In comparison, the vast majority—more than 80% -- of those born at week 26 survived with or without active care and nearly 60% had no severe or moderate neurological impairment.

“A large proportion of the variation [in outcome], especially at 22, 23 and 24 weeks, can be explained by differences in whether treatment was initiated,” said Matthew Rysavy, the first author on the paper and a medical student at the University of Iowa.

The findings don’t lead to a clear-cut conclusion about when and whether lifesaving care should be administered to the extremely premature, but provide more data to help inform doctors and families when they make their decision, said Mr. Rysavy.

Just 22% of babies born at 22 weeks were given lifesaving treatments compared with 72% of babies born at week 23 and 97% of babies born at week 24. The type of care they received tended to depend on the hospital where they were born. However, it isn’t clear from the data why the decision was made to provide a particular type of care, and what other factors played a role in the babies’ outcomes besides whether they were given active treatments, said the authors.

Elizabeth Rogers, director of the Intensive Care Nursery Follow Up Program at the UCSF Benioff Children’s Hospital San Francisco , who wasn’t involved in the study, called the new study important because it highlights the large variation in outcomes for these very premature infants.

The paper “shows that the question of when a premature infant can survive is so multifactorial and complex that no simple equation is going to be able to predict the outcome for any individual baby,” said Dr. Rogers, a pediatrics professor.

The study suggests that with intervention, more babies may live. “But if meaningful, functional, fully participatory life is what they want, I think the study also shows this is not something we can promise them at these ages,” said Dr. Rogers.

The University of California San Francisco has never resuscitated a baby born at 22 weeks because its own data suggest that at such an early gestational age, the “risks of poor outcome have outweighed the possibility of a really good outcome for families,” said Dr. Rogers, who said she wouldn’t change her clinical practice based on the new study results.

Thursday’s findings also highlight the importance for counseling parents, including about their child’s longer-term prognosis, and the need for a standard approach of what and how to tell them, according to Dr. Rogers.

Part of that conversation could be the survival rate not of all babies born at an early gestational age, but just those who received active treatment, said the University of Iowa’s Mr. Rysavy.

At the University of Iowa’s hospital, after having a conversation with parents of babies born at 22 weeks, the majority want their babies treated, said Edward Bell, another author on the paper and a pediatrics professor at the university.

“These are very difficult decisions and they need to made on a case-by-case basis by the families and physicians,” said Dr. Bell.

Corrections & Amplifications:

Elizabeth Rogers’s last name was misspelled as Rodgers in an earlier version of this article (5/8/15). Also, a statistical result from the study was incorrectly described in an earlier version of this article. The survival rate for all week 22 infants reflected those who received active treatment as well as those who didn’t, not just those who didn’t receive active treatment (5/12/15).

Write to Shirley S. Wang at shirley.wang@wsj.com",1,Real,5,hospital | age
story_reviews_00126,"(Reuters Health) - People who drink hot tea daily may be less likely than others to develop glaucoma symptoms, U.S. researchers say.

Compared to coffee, soft drink and iced tea drinkers, study participants who consumed a cup or more of hot caffeinated tea daily had 74 percent lower odds of having glaucoma, the study authors report in the British Journal of Ophthalmology.

“Glaucoma can lead to blindness, and it would be great if it could be prevented because there is no cure,” said lead author Dr. Anne Coleman of the University of California, Los Angeles.

“The best way to prevent it is to get your eyes checked,” Coleman told Reuters Health in a telephone interview. “But we are also interested in lifestyle habits and what we can do to make a difference.”

Glaucoma is the second leading cause of blindness worldwide, according to the World Health Organization, affecting an estimated 58 million people. That includes more than three million Americans, only half of whom are aware they have the disease, according to the Glaucoma Research Foundation.

Coffee, or caffeine in general have previously been linked to increased glaucoma risk, although recent studies don’t agree, Coleman and her colleagues write.

To evaluate the relationship between specific caffeinated drinks and glaucoma, Coleman and colleagues analyzed data on a sample of more than 10,000 people in the U.S. who were representative of the entire population. Participants in the National Health and Nutrition Examination Survey during 2005-2006 answered questions about their diets and lifestyles, had medical exams and blood tests and also underwent eye examinations.

About 1,700 participants were over age 40, had no other known eye diseases and had full eye examination results from the survey. In this group, Coleman’s team found that just over 5 percent, 82 people, had glaucoma.

Almost half of participants reported drinking coffee often, but less than 10 percent drank hot tea daily. The research team found no associations between coffee, iced tea, decaffeinated tea or soft drink consumption and the likelihood of having glaucoma.

“Tea drinkers should keep drinking and don’t need to stop because of a fear of glaucoma,” Coleman said. “This makes sense, but we’ll see if it holds up in future studies.”

Future studies should look at the habits, activities and nutrition that affect lifestyle and glaucoma risks, said Idan Hecht of Tel-Aviv University in Israel, who wasn’t involved in the research.

“In the past few years, there has been a tremendous increase in interest, and subsequently research, into the ways lifestyle changes can influence diseases,” Hecht told Reuters Health by email.

Recent research indicates that vitamins C, E and zinc can help vision. Other studies indicate that antioxidants in tea could have similar effects, he noted.

“Patients can and should be involved and take an active role in the management of their ailments,” Hecht said. “Exercising, eating healthy and trying novel ways to improve your health is something you should definitely explore and bring up with your physician.”

Environmental factors could play a role in glaucoma risk as well, said Dr. Ahmad Aref at the University of Illinois at Chicago.

“As our population grows older, we need to think about the other factors that could help, particularly when it comes to the health benefits of physical activity,” he told Reuters Health by phone.

Overall, both medical and non-medical approaches are key to treating the disease in the future, Aref added.

“It’s a tough disease because we don’t have a way to bring vision back once it’s lost,” he said. “All we can do is prevent it from getting worse, and we want to help patients do that.”

SOURCE: bit.ly/2Bszp7c British Journal of Ophthalmology, online December 14, 2017.",1,Real,4,age
