file_id,title,text,label,label_name,rating_float,dataset,topic_score
story_reviews_00696,Five Nobel laureates backing antiaging dietary supplement,Five Nobel laureates backing antiaging dietary supplement,1,Real,3,HealthStory,0.9192685
story_reviews_01046,The shallow waters of dolphin therapy claims,The shallow waters of dolphin therapy claims,1,Real,4,HealthStory,0.91789126
story_reviews_00340,Fighting genetic disease with help from HIV virus,Fighting genetic disease with help from HIV virus,0,Fake,2,HealthStory,0.9176433
story_reviews_01540,Bioidentical hormones for menopausal symptoms,Bioidentical hormones for menopausal symptoms,1,Real,3,HealthStory,0.9174279
story_reviews_01679,Nose treatment cuts hospital-acquired infections,Nose treatment cuts hospital-acquired infections,0,Fake,2,HealthStory,0.91731054
story_reviews_00237,Experimental drug reduces thyroid-associated ‘Graves' eyes’,Experimental drug reduces thyroid-associated ‘Graves' eyes’,1,Real,4,HealthStory,0.9169289
story_reviews_01268,Dyslexia: Scanning the brain for clues,Dyslexia: Scanning the brain for clues,1,Real,4,HealthStory,0.916769
story_reviews_00662,Electric 'noise' treats Parkinson's symptoms,Electric 'noise' treats Parkinson's symptoms,1,Real,3,HealthStory,0.91660136
story_reviews_00250,Botox tested to help treat depression and social anxiety,Botox tested to help treat depression and social anxiety,0,Fake,2,HealthStory,0.9164095
story_reviews_00633,New drugs show promise for treating high cholesterol,New drugs show promise for treating high cholesterol,1,Real,3,HealthStory,0.9159241
story_reviews_01651,Face time with MyClyns anti-germ spray,Face time with MyClyns anti-germ spray,1,Real,4,HealthStory,0.9156227
story_reviews_01026,Gene therapy shown to destroy leukemia tumors,Gene therapy shown to destroy leukemia tumors,1,Real,4,HealthStory,0.9155779
story_reviews_01102,Crohn's patients respond to J&J's Stelara in study,Crohn's patients respond to J&J's Stelara in study,1,Real,3,HealthStory,0.9154595
story_reviews_00689,Promising data bodes well for all-Achillion hep C treatment,Promising data bodes well for all-Achillion hep C treatment,0,Fake,2,HealthStory,0.9153269
story_reviews_01063,Research shows promise in reversing Type 1 diabetes,Research shows promise in reversing Type 1 diabetes,1,Real,5,HealthStory,0.9153183
story_reviews_01370,Sorting through advice on osteoporosis,Sorting through advice on osteoporosis,1,Real,4,HealthStory,0.9152083
story_reviews_01617,Medtronic atrial fibrillation system shines in study,Medtronic atrial fibrillation system shines in study,1,Real,4,HealthStory,0.9151494
story_reviews_01302,Pill shows a drop of up to 70% in HIV infection risk,Pill shows a drop of up to 70% in HIV infection risk,1,Real,4,HealthStory,0.9150459
story_reviews_00947,Debate over thyroid check in pregnancy,Debate over thyroid check in pregnancy,1,Real,5,HealthStory,0.91438246
story_reviews_00398,Drug shows promise for quick treatment of postpartum depression,Drug shows promise for quick treatment of postpartum depression,1,Real,4,HealthStory,0.9142682
story_reviews_00842,Fruitful news from tart cherry studies,Fruitful news from tart cherry studies,1,Real,3,HealthStory,0.9139408
story_reviews_00140,Replacing lymph nodes to ease painful legacy of cancer care,Replacing lymph nodes to ease painful legacy of cancer care,1,Real,3,HealthStory,0.9137162
story_reviews_00125,"Luxturna gene therapy to cost $425,000 per eye","Luxturna gene therapy to cost $425,000 per eye",1,Real,3,HealthStory,0.9134808
story_reviews_00033,"Merck KGaA, Pfizer's immuno-drug shown to alleviate kidney cancer","Merck KGaA, Pfizer's immuno-drug shown to alleviate kidney cancer",0,Fake,1,HealthStory,0.91321427
story_reviews_00484,Jet lag research finds new potential treatment,Jet lag research finds new potential treatment,1,Real,3,HealthStory,0.91314733
story_reviews_01312,New drug promising against cholesterol,New drug promising against cholesterol,1,Real,3,HealthStory,0.91283953
story_reviews_00208,Blood test by Britain's Angle detects ovarian cancer in study,Blood test by Britain's Angle detects ovarian cancer in study,0,Fake,2,HealthStory,0.91276294
story_reviews_01410,Looming ruling on breast cancer drug splits patient advocates,Looming ruling on breast cancer drug splits patient advocates,1,Real,4,HealthStory,0.912638
story_reviews_01069,Extracting the facts about pomegranate pills,Extracting the facts about pomegranate pills,1,Real,5,HealthStory,0.9122071
story_reviews_00728,New drugs improve options for melanoma patients,New drugs improve options for melanoma patients,1,Real,5,HealthStory,0.91186297
story_reviews_01254,2 Weeks of Antibiotic Therapy Relieves IBS,2 Weeks of Antibiotic Therapy Relieves IBS,0,Fake,2,HealthStory,0.9118368
story_reviews_01237,Study: Fatty acids can help ease PMS symptoms,Study: Fatty acids can help ease PMS symptoms,1,Real,3,HealthStory,0.91172135
story_reviews_01554,Drug may work in melanoma tumors in brain,Drug may work in melanoma tumors in brain,0,Fake,2,HealthStory,0.9116866
story_reviews_01563,Below-the-skin defibrillator restores heartbeat,Below-the-skin defibrillator restores heartbeat,1,Real,4,HealthStory,0.9114512
story_reviews_00001,Evofem's birth control gel meets main study goal; shares rise,Evofem's birth control gel meets main study goal; shares rise,1,Real,3,HealthStory,0.9113719
story_reviews_01529,Experimental flu treatment may help related virus,Experimental flu treatment may help related virus,1,Real,3,HealthStory,0.911175
story_reviews_00276,Kite's CAR-T cancer therapy shows strong results in key study,Kite's CAR-T cancer therapy shows strong results in key study,1,Real,3,HealthStory,0.91092694
story_reviews_00975,New drug 'big deal' in cystic fibrosis fight,New drug 'big deal' in cystic fibrosis fight,0,Fake,2,HealthStory,0.9108691
story_reviews_00626,Penn study questions Lariat device to prevent stroke in heart patients,Penn study questions Lariat device to prevent stroke in heart patients,1,Real,5,HealthStory,0.9108319
story_reviews_01560,Impotence Drugs May Aid Brain Tumor Treatment,Impotence Drugs May Aid Brain Tumor Treatment,0,Fake,1,HealthStory,0.91037077
story_reviews_00643,Learning to Say No to Dialysis,Learning to Say No to Dialysis,1,Real,4,HealthStory,0.9102104
story_reviews_01479,Castration drug given to kids as autism therapy,Castration drug given to kids as autism therapy,1,Real,5,HealthStory,0.91012746
story_reviews_00516,Brain tumor breached with ultrasound in medical first,Brain tumor breached with ultrasound in medical first,1,Real,3,HealthStory,0.9101245
story_reviews_00691,New treatment instantly relieves knee pain,New treatment instantly relieves knee pain,0,Fake,2,HealthStory,0.9101079
story_reviews_00291,Old drug gets new trick for prostate cancer treatment,Old drug gets new trick for prostate cancer treatment,1,Real,3,HealthStory,0.9100093
story_reviews_01190,Brain scans may someday detect autism – The Chart,Brain scans may someday detect autism – The Chart,1,Real,3,HealthStory,0.90994143
story_reviews_01193,"More unusual, fewer usual breaks with bone drugs","More unusual, fewer usual breaks with bone drugs",1,Real,5,HealthStory,0.9099343
story_reviews_00430,Doctors test new device for uterine fibroids,Doctors test new device for uterine fibroids,1,Real,4,HealthStory,0.9098812
story_reviews_01491,New Test for Brain Injury on Horizon,New Test for Brain Injury on Horizon,1,Real,3,HealthStory,0.90985906
story_reviews_00510,Panic disorder treatment could be breath of fresh air,Panic disorder treatment could be breath of fresh air,1,Real,5,HealthStory,0.90958273
story_reviews_00462,Vericel stem cell heart failure therapy cuts deaths: study,Vericel stem cell heart failure therapy cuts deaths: study,1,Real,4,HealthStory,0.9095145
story_reviews_01357,Viagra may help heart effects of muscular dystrophy,Viagra may help heart effects of muscular dystrophy,0,Fake,2,HealthStory,0.90944874
story_reviews_00247,"Fighting the flu, with frog mucus","Fighting the flu, with frog mucus",1,Real,5,HealthStory,0.9093021
story_reviews_01539,Merck drug improves sleep in insomnia study,Merck drug improves sleep in insomnia study,0,Fake,1,HealthStory,0.90918696
story_reviews_00605,No heart safety issues seen with Merck Januvia diabetes drug: study,No heart safety issues seen with Merck Januvia diabetes drug: study,1,Real,3,HealthStory,0.9090343
story_reviews_00637,Bristol-Myers immunotherapy combo promising in melanoma: study,Bristol-Myers immunotherapy combo promising in melanoma: study,0,Fake,2,HealthStory,0.90882087
story_reviews_01647,Hormone replacement tied to lower colon cancer risk,Hormone replacement tied to lower colon cancer risk,1,Real,5,HealthStory,0.90879387
story_reviews_00749,Folic acid in pregnancy tied to lower autism risk,Folic acid in pregnancy tied to lower autism risk,1,Real,4,HealthStory,0.9086991
story_reviews_01165,A Touch of Massage Therapy,A Touch of Massage Therapy,1,Real,4,HealthStory,0.9086015
story_reviews_00730,"Regeneron, Sanofi asthma drug seen as potential game changer","Regeneron, Sanofi asthma drug seen as potential game changer",1,Real,3,HealthStory,0.90859413
story_reviews_01439,Omega-3 margarines fail to help in heart study,Omega-3 margarines fail to help in heart study,1,Real,5,HealthStory,0.9085204
story_reviews_01088,Pills Offer Easier Way to Treat MS,Pills Offer Easier Way to Treat MS,1,Real,4,HealthStory,0.9082496
story_reviews_01095,New drug advances the fight against pancreatic cancer,New drug advances the fight against pancreatic cancer,1,Real,4,HealthStory,0.90824586
story_reviews_01037,The Healthy Skeptic: DHA touted as ‘smart’ pill for kids,The Healthy Skeptic: DHA touted as ‘smart’ pill for kids,1,Real,3,HealthStory,0.90821207
story_reviews_00972,New scan can speed Parkinson's diagnosis,New scan can speed Parkinson's diagnosis,0,Fake,2,HealthStory,0.90818
story_reviews_01503,Experts Issue New Guidelines on Breast Cancer Drugs,Experts Issue New Guidelines on Breast Cancer Drugs,1,Real,3,HealthStory,0.90814704
story_reviews_01185,Pill For Cystic Fibrosis Beats Expectations,Pill For Cystic Fibrosis Beats Expectations,1,Real,4,HealthStory,0.90804905
story_reviews_01292,Brain scans accurate at spotting autism: U.S. study,Brain scans accurate at spotting autism: U.S. study,0,Fake,1,HealthStory,0.90786123
story_reviews_00476,Ibuprofen patch heralds side effect free drug future,Ibuprofen patch heralds side effect free drug future,1,Real,3,HealthStory,0.9077448
story_reviews_00243,"In small Alzheimer’s study, hints of modest benefit from unusual drug","In small Alzheimer’s study, hints of modest benefit from unusual drug",1,Real,5,HealthStory,0.90772665
story_reviews_00182,Adamas Pharma secures approval for Parkinson's dyskinesia drug,Adamas Pharma secures approval for Parkinson's dyskinesia drug,0,Fake,2,HealthStory,0.9075725
story_reviews_01131,Diet drug Qnexa: New study touts drug; don't get too excited,Diet drug Qnexa: New study touts drug; don't get too excited,1,Real,4,HealthStory,0.90753025
story_reviews_00254,Facial-recognition software finds new use: diagnosing genetic disorders,Facial-recognition software finds new use: diagnosing genetic disorders,0,Fake,2,HealthStory,0.9074236
story_reviews_01587,Stem-cell therapy feels Food and Drug Administration’s pinch,Stem-cell therapy feels Food and Drug Administration’s pinch,1,Real,3,HealthStory,0.90715694
story_reviews_01293,Researchers one step closer to potential autism test,Researchers one step closer to potential autism test,1,Real,3,HealthStory,0.90698725
story_reviews_00906,Experimental treatment may help food allergies,Experimental treatment may help food allergies,0,Fake,2,HealthStory,0.9069419
story_reviews_01086,"Heart scans tied to ""evidence-free"" treatment: study","Heart scans tied to ""evidence-free"" treatment: study",1,Real,5,HealthStory,0.90675545
story_reviews_00768,Drug Fulfills Promise Of Research Into Cystic Fibrosis Gene,Drug Fulfills Promise Of Research Into Cystic Fibrosis Gene,1,Real,3,HealthStory,0.9065919
story_reviews_00872,Marijuana may ease multiple sclerosis symptoms,Marijuana may ease multiple sclerosis symptoms,1,Real,5,HealthStory,0.90605354
story_reviews_01412,Researchers develop test for pregnancy complication,Researchers develop test for pregnancy complication,1,Real,3,HealthStory,0.9060433
story_reviews_01672,Info: Advice on how to choose a therapist,Info: Advice on how to choose a therapist,1,Real,4,HealthStory,0.9059955
story_reviews_01338,Researchers at Philadelphia conference announce progress toward noninvasive colon cancer test,Researchers at Philadelphia conference announce progress toward noninvasive colon cancer test,0,Fake,2,HealthStory,0.90598834
story_reviews_00289,Low-FODMAP diet catches on among people with digestive misery,Low-FODMAP diet catches on among people with digestive misery,1,Real,4,HealthStory,0.90593624
story_reviews_00981,Experimental Psoriasis Drug Bests Older Treatment,Experimental Psoriasis Drug Bests Older Treatment,1,Real,3,HealthStory,0.9059146
story_reviews_00848,Botox may help multiple sclerosis tremors,Botox may help multiple sclerosis tremors,1,Real,5,HealthStory,0.90572506
story_reviews_01300,Robotic assist eases less-invasive hysterectomies,Robotic assist eases less-invasive hysterectomies,1,Real,4,HealthStory,0.9056343
story_reviews_01538,Portland cancer center among those offering experimental immune therapy ipilimumab,Portland cancer center among those offering experimental immune therapy ipilimumab,1,Real,5,HealthStory,0.90544534
story_reviews_00489,Cell therapy in protective bubble offers hope for diabetes fix,Cell therapy in protective bubble offers hope for diabetes fix,1,Real,4,HealthStory,0.90542275
story_reviews_01463,"For diabetics, taking the sting out of insulin","For diabetics, taking the sting out of insulin",1,Real,4,HealthStory,0.90534127
story_reviews_01653,Fish Oil May Fight Psychosis,Fish Oil May Fight Psychosis,1,Real,4,HealthStory,0.9052436
story_reviews_01699,Studies: Bone drugs may help prevent breast cancer,Studies: Bone drugs may help prevent breast cancer,1,Real,4,HealthStory,0.9051628
story_reviews_00317,Why Biogen is breathing a sigh of relief with the latest Alzheimer’s data,Why Biogen is breathing a sigh of relief with the latest Alzheimer’s data,1,Real,4,HealthStory,0.905123
story_reviews_00084,New way of defining Alzheimer's aims to find disease sooner,New way of defining Alzheimer's aims to find disease sooner,1,Real,4,HealthStory,0.905076
story_reviews_01204,Popular Bone Drugs Linked to Reduced Colon Cancer Risk,Popular Bone Drugs Linked to Reduced Colon Cancer Risk,1,Real,3,HealthStory,0.9049723
story_reviews_01070,Firm develops magnetic-pulse treatment for major depression,Firm develops magnetic-pulse treatment for major depression,1,Real,3,HealthStory,0.90482867
story_reviews_00674,Lay off the mega-doses of Vitamin D,Lay off the mega-doses of Vitamin D,1,Real,4,HealthStory,0.90479493
story_reviews_00542,Vaccine offers new hope for removing precancerous cervical lesions,Vaccine offers new hope for removing precancerous cervical lesions,0,Fake,0,HealthStory,0.9047604
story_reviews_01441,'Breakthrough' melanoma drug shrinks tumors,'Breakthrough' melanoma drug shrinks tumors,1,Real,4,HealthStory,0.9047367
story_reviews_00013,Dementia: Five-minute neck scan can spot symptoms earlier,Dementia: Five-minute neck scan can spot symptoms earlier,0,Fake,2,HealthStory,0.9047301
story_reviews_01434,Houston surgeons treat heart through spinal cord,Houston surgeons treat heart through spinal cord,0,Fake,1,HealthStory,0.90460557
story_reviews_00343,Anti-inflammatory drugs might someday treat depression,Anti-inflammatory drugs might someday treat depression,1,Real,3,HealthStory,0.9044415
story_reviews_01690,Stem cell therapies for hearts inching closer to wide use,Stem cell therapies for hearts inching closer to wide use,1,Real,5,HealthStory,0.9043839
story_reviews_01099,Lung scans may lead to overdiagnosis: study,Lung scans may lead to overdiagnosis: study,1,Real,4,HealthStory,0.90435255
story_reviews_00419,Breast cancer study may influence use of aromatase inhibitors,Breast cancer study may influence use of aromatase inhibitors,1,Real,5,HealthStory,0.90416205
story_reviews_01482,Device for clearing up dangerous blood clots gaining popularity,Device for clearing up dangerous blood clots gaining popularity,0,Fake,2,HealthStory,0.9039948
story_reviews_01278,Weighing effectiveness versus risk in obesity drugs,Weighing effectiveness versus risk in obesity drugs,0,Fake,2,HealthStory,0.9039328
story_reviews_01053,New laser treatment takes aim at toenail fungus,New laser treatment takes aim at toenail fungus,0,Fake,2,HealthStory,0.90388745
story_reviews_00170,What to know about the new affordable at-home BRCA genetic mutation test,What to know about the new affordable at-home BRCA genetic mutation test,1,Real,3,HealthStory,0.9038543
story_reviews_00737,Stomach CT scans may help find osteoporosis - study,Stomach CT scans may help find osteoporosis - study,1,Real,5,HealthStory,0.9037559
story_reviews_00155,Cutting-edge immunotherapy treatment approved for another deadly cancer,Cutting-edge immunotherapy treatment approved for another deadly cancer,1,Real,3,HealthStory,0.9035733
story_reviews_00903,Researchers report progress in cancer immunotherapy,Researchers report progress in cancer immunotherapy,1,Real,4,HealthStory,0.9035373
story_reviews_00582,2 Studies Back Guidelines for Wider Use of Statins,2 Studies Back Guidelines for Wider Use of Statins,1,Real,5,HealthStory,0.903446
story_reviews_01695,"More evidence coffee, tea could prevent diabetes","More evidence coffee, tea could prevent diabetes",1,Real,4,HealthStory,0.9034006
story_reviews_00077,Partial rather than full knee replacements better for many – report,Partial rather than full knee replacements better for many – report,0,Fake,2,HealthStory,0.9033725
story_reviews_01590,Julie's Health Club: Health claim: Weight loss shot dissolves fat,Julie's Health Club: Health claim: Weight loss shot dissolves fat,1,Real,4,HealthStory,0.903369
story_reviews_00960,Gene test could assist cancer therapy,Gene test could assist cancer therapy,1,Real,4,HealthStory,0.90322465
story_reviews_00850,Newer 'Second-Line' Diabetes Drug May Outperform Older Meds,Newer 'Second-Line' Diabetes Drug May Outperform Older Meds,1,Real,4,HealthStory,0.90317994
story_reviews_00893,Green coffee beans show potential for losing weight,Green coffee beans show potential for losing weight,1,Real,3,HealthStory,0.9031496
story_reviews_00236,Microsoft shows off watch that quiets Parkinson's tremors,Microsoft shows off watch that quiets Parkinson's tremors,0,Fake,2,HealthStory,0.90301514
story_reviews_01611,Nanotech robots deliver gene therapy through blood,Nanotech robots deliver gene therapy through blood,1,Real,3,HealthStory,0.90299284
story_reviews_00365,"There’s new hope for blood cancers, and it comes from umbilical cords","There’s new hope for blood cancers, and it comes from umbilical cords",0,Fake,2,HealthStory,0.9029478
story_reviews_01081,Prenatal Vitamins May Lower Autism Risk,Prenatal Vitamins May Lower Autism Risk,1,Real,3,HealthStory,0.90290403
story_reviews_01462,"Beta-blockers used by musicians, athletes, students to enhance performance","Beta-blockers used by musicians, athletes, students to enhance performance",0,Fake,2,HealthStory,0.90284157
story_reviews_01650,Industrial chemical OSR#1 used as autism treatment,Industrial chemical OSR#1 used as autism treatment,1,Real,5,HealthStory,0.9028312
story_reviews_00855,Study questions efficacy and safety of knee injections,Study questions efficacy and safety of knee injections,0,Fake,1,HealthStory,0.90282345
story_reviews_01574,Positive Results in a Test for a Genentech Eye Treatment,Positive Results in a Test for a Genentech Eye Treatment,1,Real,5,HealthStory,0.902562
story_reviews_01206,Berries May Ward Off Parkinson’s Disease,Berries May Ward Off Parkinson’s Disease,0,Fake,1,HealthStory,0.9025166
story_reviews_01332,Retinal implant trial helps blind people see shapes,Retinal implant trial helps blind people see shapes,0,Fake,1,HealthStory,0.9023916
story_reviews_00331,Scientists develop new type of HIV test on a USB stick,Scientists develop new type of HIV test on a USB stick,0,Fake,2,HealthStory,0.90222543
story_reviews_01347,"Science working to create workable, safe blood substitutes","Science working to create workable, safe blood substitutes",1,Real,4,HealthStory,0.90215105
story_reviews_00797,Researchers raise concerns over chelation heart study,Researchers raise concerns over chelation heart study,1,Real,5,HealthStory,0.90196794
story_reviews_01447,New Hope in Fatigue Fight,New Hope in Fatigue Fight,0,Fake,2,HealthStory,0.9019642
story_reviews_01627,Cord blood stem cells help meet minority marrow needs,Cord blood stem cells help meet minority marrow needs,0,Fake,2,HealthStory,0.90194356
story_reviews_01639,Hormone oxytocin may help Asperger’s patients,Hormone oxytocin may help Asperger’s patients,0,Fake,1,HealthStory,0.9019294
story_reviews_01567,Video News,Video News,0,Fake,0,HealthStory,0.9018037
story_reviews_01623,Video News,Video News,0,Fake,2,HealthStory,0.9018037
story_reviews_01138,Study finds statins reduce pneumonia death rates,Study finds statins reduce pneumonia death rates,0,Fake,2,HealthStory,0.9017795
story_reviews_00573,Gardasil: New study shows it's safe.,Gardasil: New study shows it's safe.,1,Real,3,HealthStory,0.9017541
story_reviews_00481,When medication doesn't work: Innovative program eases ADHD symptoms naturally,When medication doesn't work: Innovative program eases ADHD symptoms naturally,0,Fake,1,HealthStory,0.9015601
story_reviews_00747,"Small trial shows ""brain pacemaker"" may ease severe anorexia","Small trial shows ""brain pacemaker"" may ease severe anorexia",1,Real,3,HealthStory,0.9015532
story_reviews_00834,U-M oversees cutting-edge trial that offers hope in fight against Lou Gehrig's disease,U-M oversees cutting-edge trial that offers hope in fight against Lou Gehrig's disease,1,Real,5,HealthStory,0.9015151
story_reviews_00642,Managing the stress of cancer,Managing the stress of cancer,0,Fake,2,HealthStory,0.9014474
story_reviews_01013,Nonalcoholic Beer Aids Marathon Recovery,Nonalcoholic Beer Aids Marathon Recovery,0,Fake,2,HealthStory,0.9013735
story_reviews_00563,Testing for more breast cancer genes offers useful information,Testing for more breast cancer genes offers useful information,1,Real,5,HealthStory,0.9013706
story_reviews_00226,Immunotherapy drug opens a new era of precision medicine for cancer,Immunotherapy drug opens a new era of precision medicine for cancer,0,Fake,2,HealthStory,0.901369
story_reviews_00719,An avocado a day lowers cholesterol,An avocado a day lowers cholesterol,1,Real,3,HealthStory,0.9013642
story_reviews_01003,The Healthy Skeptic: Products make testosterone claims,The Healthy Skeptic: Products make testosterone claims,1,Real,5,HealthStory,0.90129817
story_reviews_01600,Stroke study: stroke treatments studied locally,Stroke study: stroke treatments studied locally,0,Fake,2,HealthStory,0.901276
story_reviews_00602,An old-line diabetes drug may have new uses against diseases of aging,An old-line diabetes drug may have new uses against diseases of aging,1,Real,4,HealthStory,0.9012164
story_reviews_01000,Study finds early potential in GSK leukaemia drug,Study finds early potential in GSK leukaemia drug,0,Fake,1,HealthStory,0.90121263
story_reviews_00306,CAR-T therapy makes early inroads in treating brain cancer,CAR-T therapy makes early inroads in treating brain cancer,1,Real,4,HealthStory,0.9012116
story_reviews_00825,"Study: Placebo or not, acupuncture helps with pain","Study: Placebo or not, acupuncture helps with pain",1,Real,5,HealthStory,0.90108484
story_reviews_01433,Diabetes drug may keep lung cancer at bay,Diabetes drug may keep lung cancer at bay,1,Real,3,HealthStory,0.90101606
story_reviews_00828,Heart study helps save lives of young athletes,Heart study helps save lives of young athletes,0,Fake,2,HealthStory,0.9009719
story_reviews_00700,Curcumin may help lower inflammation in metabolic syndrome,Curcumin may help lower inflammation in metabolic syndrome,1,Real,3,HealthStory,0.90097165
story_reviews_01294,Study links finger length to prostate cancer risk,Study links finger length to prostate cancer risk,0,Fake,0,HealthStory,0.90095246
story_reviews_01318,Study: New blood thinner works as well as Coumadin,Study: New blood thinner works as well as Coumadin,1,Real,4,HealthStory,0.90094256
story_reviews_00496,New breast cancer screening guidelines at odds with Congress,New breast cancer screening guidelines at odds with Congress,1,Real,4,HealthStory,0.90093887
story_reviews_01322,Prostate Cancer Drug Gets Lukewarm Review,Prostate Cancer Drug Gets Lukewarm Review,1,Real,3,HealthStory,0.9009341
story_reviews_00057,Modified polio vaccine helps fight deadly brain tumors,Modified polio vaccine helps fight deadly brain tumors,1,Real,4,HealthStory,0.9009077
story_reviews_01474,Some evidence vitamin D might fight colds,Some evidence vitamin D might fight colds,1,Real,4,HealthStory,0.9008484
story_reviews_00721,Avocados may help lower 'bad' cholesterol,Avocados may help lower 'bad' cholesterol,1,Real,3,HealthStory,0.9008111
story_reviews_00870,Eggs at Breakfast May Delay Hunger,Eggs at Breakfast May Delay Hunger,0,Fake,1,HealthStory,0.90071553
story_reviews_01317,New pill prevents strokes with less bleeding risk for atrial fib patients,New pill prevents strokes with less bleeding risk for atrial fib patients,1,Real,4,HealthStory,0.9007028
story_reviews_01520,Progress made on artificial pancreas for diabetic patients,Progress made on artificial pancreas for diabetic patients,0,Fake,2,HealthStory,0.90068674
story_reviews_00686,Clot-removal device paired with drug shows benefits for stroke patients,Clot-removal device paired with drug shows benefits for stroke patients,1,Real,4,HealthStory,0.9006719
story_reviews_00814,A new course for concussions,A new course for concussions,1,Real,4,HealthStory,0.90067106
story_reviews_01016,Less-invasive appendix surgery shines in new study,Less-invasive appendix surgery shines in new study,1,Real,5,HealthStory,0.90065193
story_reviews_01212,Heart failure therapy twice as effective in women,Heart failure therapy twice as effective in women,0,Fake,2,HealthStory,0.9006362
story_reviews_00750,Folic acid linked to reduced risk of autism spectrum disorders,Folic acid linked to reduced risk of autism spectrum disorders,1,Real,4,HealthStory,0.900588
story_reviews_00164,Study: Whooping cough vaccination during pregnancy protects newborns,Study: Whooping cough vaccination during pregnancy protects newborns,1,Real,4,HealthStory,0.9005505
story_reviews_00242,Therapy ‘has long-term benefits for mothers with depression’,Therapy ‘has long-term benefits for mothers with depression’,0,Fake,2,HealthStory,0.9005227
story_reviews_00555,Asterias's stem cell therapy shows promise in study,Asterias's stem cell therapy shows promise in study,1,Real,3,HealthStory,0.90041316
story_reviews_01008,Yoga shows some benefit for diabetes,Yoga shows some benefit for diabetes,0,Fake,2,HealthStory,0.9003902
story_reviews_01239,Antidepressants relieve hot flashes,Antidepressants relieve hot flashes,0,Fake,2,HealthStory,0.9003557
story_reviews_00427,Embryo screening helps couples avoid genetic diseases,Embryo screening helps couples avoid genetic diseases,0,Fake,2,HealthStory,0.9001683
story_reviews_01234,Pain Patches Making Gains in U.S.,Pain Patches Making Gains in U.S.,0,Fake,2,HealthStory,0.90016586
story_reviews_00935,New implant addresses hearing loss caused by inner-ear damage,New implant addresses hearing loss caused by inner-ear damage,0,Fake,1,HealthStory,0.90015054
story_reviews_01569,Magnetic brain stimulation fights depression,Magnetic brain stimulation fights depression,1,Real,3,HealthStory,0.90010667
story_reviews_00065,From Chaos To Calm: A Life Changed By Ketamine,From Chaos To Calm: A Life Changed By Ketamine,0,Fake,1,HealthStory,0.89999366
story_reviews_00041,"Multigene test may find risk for heart disease, diabetes and breast cancer","Multigene test may find risk for heart disease, diabetes and breast cancer",1,Real,3,HealthStory,0.89998007
story_reviews_01360,New Views on Frequency of Osteoporosis Screening,New Views on Frequency of Osteoporosis Screening,1,Real,3,HealthStory,0.89995366
story_reviews_01227,New U.S. analysis backs annual breast screening,New U.S. analysis backs annual breast screening,0,Fake,1,HealthStory,0.899923
story_reviews_01112,"Fewer mammograms being done, studies show","Fewer mammograms being done, studies show",1,Real,4,HealthStory,0.8999059
story_reviews_01096,Study shows differences in pancreatic cancer treatments,Study shows differences in pancreatic cancer treatments,0,Fake,1,HealthStory,0.8998907
story_reviews_01510,Fish Oil Linked to Lower Breast Cancer Risk,Fish Oil Linked to Lower Breast Cancer Risk,1,Real,4,HealthStory,0.89964175
